海	Bs	O
氰	Enz	O
菊	Bn	O
酯	En	O
、	Sw	O
苯	Bn	O
醚	En	O
甲	Bnz	O
环	Mnz	O
唑	Enz	O
、	Sw	O
甲	Sn	O
氨	Bn	O
基	En	O
阿	Bnz	O
维	Mnz	O
菌	Mnz	O
素	Enz	O
苯	Bnz	O
甲	Mnz	O
酸	Enz	O
盐	Sn	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O

合	Bn	O
格	En	O

/	Sw	O

7	Bm	O
7	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
8	Meng	O
7	Eeng	O

小	Bb	O
葱	Eb	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
3	Meng	O
4	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

腐	Ba	O
霉	Ea	O
利	Sn	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
多	Bn	O
菌	Mn	O
灵	En	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
和	Sc	O
高	Ba	O
效	Ea	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
、	Sw	O
甲	Sn	O
拌	Sv	O
磷	Sn	O
、	Sw	O
甲	Bnz	O
胺	Mnz	O
磷	Enz	O

合	Bn	O
格	En	O

/	Sw	O

7	Bm	O
8	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
8	Meng	O
8	Eeng	O

油	Bn	O
麦	En	O
菜	Sn	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
3	Meng	O
5	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

阿	Bnz	O
维	Mnz	O
菌	Mnz	O
素	Enz	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
对	Bnz	O
硫	Mnz	O
磷	Enz	O

合	Bn	O
格	En	O

/	Sw	O

7	Bm	O
9	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
8	Meng	O
9	Eeng	O

上	Bns	O
海	Ens	O
青	Sns	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
3	Meng	O
6	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

阿	Bnz	O
维	Mnz	O
菌	Mnz	O
素	Enz	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
对	Bnz	O
硫	Mnz	O
磷	Enz	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
0	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
0	Eeng	O

短	Sa	O
豆	Bn	O
角	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
3	Meng	O
7	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

阿	Bnz	O
维	Mnz	O
菌	Mnz	O
素	Enz	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
和	Sc	O
高	Ba	O
效	Ea	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
、	Sw	O
乐	Bn	O
果	En	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
1	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
1	Eeng	O

豆	Bn	O
角	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
3	Meng	O
8	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

阿	Bnz	O
维	Mnz	O
菌	Mnz	O
素	Enz	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
和	Sc	O
高	Ba	O
效	Ea	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
、	Sw	O
乐	Bn	O
果	En	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
2	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
2	Eeng	O

小	Sa	O
西	Bnr	O
红	Mnr	O
柿	Enr	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
3	Meng	O
9	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

氯	Bnz	O
氟	Mnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
和	Sc	O
高	Ba	O
效	Ea	O
氯	Bnz	O
氟	Mnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
、	Sw	O
苯	Bn	O
醚	En	O
甲	Bnz	O
环	Mnz	O
唑	Enz	O
、	Sw	O
甲	Sn	O
氨	Bn	O
基	En	O
阿	Bnz	O
维	Mnz	O
菌	Mnz	O
素	Enz	O
苯	Bnz	O
甲	Mnz	O
酸	Enz	O
盐	Sn	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
3	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
3	Eeng	O

长	Sa	O
红	Bn	O
椒	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
4	Meng	O
0	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
甲	Bnz	O
胺	Mnz	O
磷	Enz	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
4	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
4	Eeng	O

蒜	Bn	O
苗	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
4	Meng	O
1	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

腐	Ba	O
霉	Ea	O
利	Sn	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
多	Bn	O
菌	Mn	O
灵	En	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
和	Sc	O
高	Ba	O
效	Ea	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
、	Sw	O
甲	Sn	O
拌	Sv	O
磷	Sn	O
、	Sw	O
甲	Bnz	O
胺	Mnz	O
磷	Enz	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
5	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
5	Eeng	O

韭	Bn	O
菜	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
4	Meng	O
2	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

腐	Ba	O
霉	Ea	O
利	Sn	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
多	Bn	O
菌	Mn	O
灵	En	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
和	Sc	O
高	Ba	O
效	Ea	O
氯	Bnz	O
氰	Enz	O
菊	Bn	O
酯	En	O
、	Sw	O
甲	Sn	O
拌	Sv	O
磷	Sn	O
、	Sw	O
甲	Bnz	O
胺	Mnz	O
磷	Enz	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
6	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
6	Eeng	O

菠	Bn	O
菜	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
4	Meng	O
3	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

阿	Bnz	O
维	Mnz	O
菌	Mnz	O
素	Enz	O
、	Sw	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
、	Sw	O
对	Bnz	O
硫	Mnz	O
磷	Enz	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
7	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
7	Eeng	O

鸡	Bn	O
蛋	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
3	Meng	O
2	Meng	O
2	Meng	O
0	Meng	O
0	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
4	Meng	O
4	Meng	O
4	Eeng	O

门	Bn	B
源	En	I
县	Szg	I
绿	Bnz	I
色	Mnz	I
蔬	Mnz	I
菜	Enz	I
瓜	Bn	I
果	En	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	E

1	Bm	O
8	Mm	O
9	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
8	Em	O

铅	Sn	O
、	Sw	O
总	Sb	O
砷	Sn	O
、	Sw	O
总	Sb	O
汞	Sn	O
、	Sw	O
七	Bnz	O
氯	Enz	O
、	Sw	O
艾	Bnr	O
氏	Enr	O
剂	Sng	O
、	Sw	O
狄	Bnr	O
氏	Enr	O
剂	Sng	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
8	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
8	Eeng	O

青	Bn	O
稞	En	O
炒	Bn	O
面	En	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
2	Mm	O
4	Em	O

祁	Bns	B
连	Mns	I
县	Ens	I
八	Bnz	I
宝	Enz	I
镇	Sn	I
万	Bm	I
家	Em	I
福	Sns	I
购	Bn	I
物	En	I
商	Bn	I
场	En	E

1	Bm	O
3	Mm	O
9	Mm	O
0	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
3	Mm	O
3	Mm	O
1	Mm	O
5	Em	O

赭	Sn	O
曲	Ba	O
霉	Ea	O
毒	Bn	O
素	En	O
A	Sw	O
、	Sw	O
铅	Sn	O

合	Bn	O
格	En	O

/	Sw	O

8	Bm	O
9	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
5	Meng	O
9	Meng	O
9	Eeng	O

青	Bn	O
稞	En	O
炒	Bn	O
面	En	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
2	Mm	O
5	Em	O

祁	Bns	O
连	Mns	O
县	Ens	O
八	Bnz	O
宝	Enz	O
镇	Bnrt	O
夏	Mnrt	O
格	Mnrt	O
尔	Enrt	O
牦	Bn	O
牛	En	O
乳	Bn	O
制	Mn	O
品	En	O
销	Bn	O
售	Mn	O
店	En	O

1	Bm	O
5	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
6	Mm	O
9	Mm	O
6	Mm	O
2	Em	O

赭	Sn	O
曲	Ba	O
霉	Ea	O
毒	Bn	O
素	En	O
A	Sw	O
、	Sw	O
铅	Sn	O

合	Bn	O
格	En	O

/	Sw	O

9	Bm	O
0	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
6	Meng	O
0	Meng	O
0	Eeng	O

酥	Bn	O
油	En	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
2	Mm	O
6	Em	O

祁	Bns	O
连	Mns	O
县	Ens	O
八	Bnz	O
宝	Enz	O
镇	Bnrt	O
夏	Mnrt	O
格	Mnrt	O
尔	Enrt	O
牦	Bn	O
牛	En	O
乳	Bn	O
制	Mn	O
品	En	O
销	Bn	O
售	Mn	O
店	En	O

1	Bm	O
5	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
0	Mm	O
6	Mm	O
9	Mm	O
6	Mm	O
2	Em	O

铅	Sn	O
、	Sw	O
山	Bnz	O
梨	Mnz	O
酸	Enz	O
、	Sw	O
纳	Sv	O
他	Sr	O
霉	Bn	O
素	En	O
残	Bn	O
留	Mn	O
量	En	O
、	Sw	O
β	Sw	O
-	Sw	O
胡	Bn	O
萝	Mn	O
卜	Mn	O
素	En	O
、	Sw	O
黄	Bn	O
曲	Mn	O
霉	En	O
毒	Bn	O
素	En	O
M	Beng	O
1	Eeng	O

、	Sw	O
三	Bnz	O
聚	Mnz	O
氰	Mnz	O
胺	Enz	O

合	Bn	O
格	En	O

/	Sw	O

9	Bm	O
1	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
6	Meng	O
0	Meng	O
1	Eeng	O

酥	Bn	O
油	En	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
2	Mm	O
7	Em	O

祁	Bns	B
连	Mns	I
县	Ens	I
八	Bnz	I
宝	Enz	I
镇	Sn	I
藏	Bn	I
家	En	I
综	Bvn	I
合	Evn	I
商	Bn	I
店	En	E

1	Bm	O
3	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
1	Mm	O
0	Mm	O
6	Mm	O
1	Mm	O
3	Mm	O
2	Em	O

铅	Sn	O
、	Sw	O
山	Bnz	O
梨	Mnz	O
酸	Enz	O
、	Sw	O
纳	Sv	O
他	Sr	O
霉	Bn	O
素	En	O
残	Bn	O
留	Mn	O
量	En	O
、	Sw	O
β	Sw	O
-	Sw	O
胡	Bn	O
萝	Mn	O
卜	Mn	O
素	En	O
、	Sw	O
黄	Bn	O
曲	Mn	O
霉	En	O
毒	Bn	O
素	En	O
M	Beng	O
1	Eeng	O

、	Sw	O
三	Bnz	O
聚	Mnz	O
氰	Mnz	O
胺	Enz	O

合	Bn	O
格	En	O

/	Sw	O

9	Bm	O
2	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
6	Meng	O
0	Meng	O
2	Eeng	O

青	Bn	O
稞	En	O
炒	Bn	O
面	En	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
2	Mm	O
8	Em	O

祁	Bns	B
连	Mns	I
县	Ens	I
八	Bnz	I
宝	Enz	I
镇	Sn	I
藏	Bn	I
家	En	I
综	Bvn	I
合	Evn	I
商	Bn	I
店	En	E

1	Bm	O
3	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
1	Mm	O
0	Mm	O
6	Mm	O
1	Mm	O
3	Mm	O
2	Em	O

赭	Sn	O
曲	Ba	O
霉	Ea	O
毒	Bn	O
素	En	O
A	Sw	O
、	Sw	O
铅	Sn	O

合	Bn	O
格	En	O

/	Sw	O

9	Bm	O
3	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
6	Meng	O
0	Meng	O
3	Eeng	O

酥	Bn	O
油	En	O
酪	Bnz	O
干	Enz	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
2	Mm	O
9	Em	O

祁	Bns	B
连	Mns	I
县	Ens	I
八	Bnz	I
宝	Enz	I
镇	Sn	I
藏	Bn	I
家	En	I
综	Bvn	I
合	Evn	I
商	Bn	I
店	En	E

1	Bm	O
3	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
1	Mm	O
0	Mm	O
6	Mm	O
1	Mm	O
3	Mm	O
2	Em	O

铅	Sn	O
、	Sw	O
山	Bnz	O
梨	Mnz	O
酸	Enz	O
、	Sw	O
纳	Sv	O
他	Sr	O
霉	Bn	O
素	En	O
残	Bn	O
留	Mn	O
量	En	O
、	Sw	O
β	Sw	O
-	Sw	O
胡	Bn	O
萝	Mn	O
卜	Mn	O
素	En	O
、	Sw	O
黄	Bn	O
曲	Mn	O
霉	En	O
毒	Bn	O
素	En	O
M	Beng	O
1	Eeng	O

、	Sw	O
三	Bnz	O
聚	Mnz	O
氰	Mnz	O
胺	Enz	O
、	Sw	O
大	Bn	O
肠	Mn	O
菌	Mn	O
群	En	O
、	Sw	O
沙	Bnr	O
门	Mnr	O
氏	Mnr	O
菌	Enr	O
、	Sw	O
金	Bn	O
黄	Mn	O
色	En	O
葡	Bn	O
萄	Mn	O
球	Mn	O
菌	En	O
、	Sw	O
单	Bn	O
核	Mn	O
细	Mn	O
胞	En	O
增	Bv	O
生	Ev	O
李	Bnr	O
斯	Mnr	O
特	Enr	O
氏	Bn	O
菌	En	O

合	Bn	O
格	En	O

/	Sw	O

9	Bm	O
4	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
6	Meng	O
0	Meng	O
4	Eeng	O

菜	Bn	O
籽	Mn	O
油	En	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
3	Mm	O
0	Em	O

祁	Bns	B
连	Mns	I
县	Ens	I
东	Bnz	I
星	Enz	I
旅	Bn	I
馆	En	I
服	Bvn	I
务	Evn	I
有	Bn	I
限	Mn	I
公	Mn	I
司	En	E

1	Bm	O
3	Mm	O
8	Mm	O
9	Mm	O
7	Mm	O
1	Mm	O
0	Mm	O
6	Mm	O
1	Mm	O
3	Mm	O
2	Em	O

铅	Sn	O
、	Sw	O
总	Sb	O
砷	Sn	O
、	Sw	O
过	Bn	O
氧	Mn	O
化	En	O
值	Sn	O
、	Sw	O
酸	Bn	O
价	En	O
、	Sw	O
丙	Bnz	O
二	Mnz	O
醛	Enz	O
、	Sw	O
苯	Sn	O
并	Sc	O
(	Sw	O
a	Sw	O
)	Sw	O
芘	Sw	O
、	Sw	O
丁	Bnr	O
基	Enr	O
羟	Bnz	O
基	Enz	O
茴	Bn	O
香	En	O
醚	Sn	O
（	Sw	O
B	Beng	O
H	Meng	O
A	Eeng	O
）	Sw	O
、	Sw	O
二	Sm	O
丁	Bnr	O
基	Enr	O
羟	Bnz	O
基	Enz	O
甲	Bnz	O
苯	Enz	O
（	Sw	O
B	Beng	O
H	Meng	O
T	Eeng	O
）	Sw	O
、	Sw	O
特	Bnr	O
丁	Mnr	O
基	Enr	O
对	Bnz	O
苯	Mnz	O
二	Mnz	O
酚	Enz	O
（	Sw	O
T	Beng	O
B	Meng	O
H	Meng	O
Q	Eeng	O
）	Sw	O
、	Sw	O
没	Bl	O
食	Ml	O
子	Ml	O
酸	El	O
丙	Bnz	O
酯	Enz	O
（	Sw	O
P	Beng	O
G	Eeng	O
）	Sw	O

合	Bn	O
格	En	O

/	Sw	O

9	Bm	O
5	Em	O

S	Beng	O
P	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
6	Meng	O
0	Meng	O
5	Eeng	O

菜	Bn	O
籽	Mn	O
油	En	O

Q	Beng	O
H	Meng	O
H	Meng	O
B	Meng	O
1	Meng	O
7	Eeng	O
-	Sw	O
0	Bm	O
3	Mm	O
1	Em	O

祁	Bns	O
连	Mns	O
县	Ens	O
八	Bnz	O
宝	Enz	O
镇	Sn	O
绿	Bn	O
色	En	O
星	Bt	O
月	Et	O
麻	Bz	O
辣	Ez	O
酿	Bn	O
皮	En	O

1	Bm	O
5	Mm	O
7	Mm	O
1	Mm	O
9	Mm	O
7	Mm	O
0	Mm	O
3	Mm	O
0	Mm	O
6	Mm	O
9	Em	O

铅	Sn	O
、	Sw	O
总	Sb	O
砷	Sn	O
、	Sw	O
过	Bn	O
氧	Mn	O
化	En	O
值	Sn	O
、	Sw	O
酸	Bn	O
价	En	O
、	Sw	O
丙	Bnz	O
二	Mnz	O
醛	Enz	O
、	Sw	O
苯	Sn	O
并	Sc	O
(	Sw	O
a	Sw	O
)	Sw	O
芘	Sw	O
、	Sw	O
丁	Bnr	O
基	Enr	O
羟	Bnz	O
基	Enz	O
茴	Bn	O
香	En	O
醚	Sn	O
（	Sw	O
B	Beng	O
H	Meng	O
A	Eeng	O
）	Sw	O
、	Sw	O
二	Sm	O
丁	Bnr	O
基	Enr	O
羟	Bnz	O
基	Enz	O
甲	Bnz	O
苯	Enz	O
（	Sw	O
B	Beng	O
H	Meng	O
T	Eeng	O
）	Sw	O
、	Sw	O
特	Bnr	O
丁	Mnr	O
基	Enr	O
对	Bnz	O
苯	Mnz	O
二	Mnz	O
酚	Enz	O
（	Sw	O
T	Beng	O
B	Meng	O
H	Meng	O
Q	Eeng	O
）	Sw	O
、	Sw	O
没	Bl	O
食	Ml	O
子	Ml	O
酸	El	O
丙	Bnz	O
酯	Enz	O
（	Sw	O
